Type,Commit SHA,Java File,Old Function Signature,New Function Signature
METHOD_CHANGE_RETURN,6fc0c5e6e67037878265d0960518b7270051c285,spring-statemachine-uml/src/main/java/org/springframework/statemachine/uml/UmlStateMachineModelFactory.java,private URI getResourceUri(Resource resource),private Holder getResourceUri(Resource resource)
METHOD_CHANGE_RETURN,fd8db33c37bdf4607ac0ff8796cdc00a245f2246,spring-statemachine-uml/src/main/java/org/springframework/statemachine/uml/UmlStateMachineModelFactory.java,private URI getResourceUri(Resource resource),private Holder getResourceUri(Resource resource)
METHOD_ADD,d698fc8d111d231fd2139864f7ccf1063f62ffaa,spring-statemachine-uml/src/main/java/org/springframework/statemachine/uml/support/UmlModelParser.java,null,private String resolveName(NamedElement pseudostate)
METHOD_ADD,6fc0c5e6e67037878265d0960518b7270051c285,spring-statemachine-uml/src/main/java/org/springframework/statemachine/uml/support/UmlUtils.java,null,public static Resource getResource(String modelPath)
METHOD_ADD,8021a82239d08f00cb74570fc0538fb72dd71cf8,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,null,private boolean isEntry(State<S; E> state)
METHOD_ADD,61e762763fa401a6c835368ed2e851f1c9dcee1b,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,null,private boolean isEntry(State<S; E> state)
METHOD_ADD,8021a82239d08f00cb74570fc0538fb72dd71cf8,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/ExitEntryStateTests.java,null,public void testSimpleEntryToInitial()
METHOD_ADD,8021a82239d08f00cb74570fc0538fb72dd71cf8,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/ExitEntryStateTests.java,null,public void stateEntered(State<String; String> state)
METHOD_ADD,8021a82239d08f00cb74570fc0538fb72dd71cf8,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/ExitEntryStateTests.java,null,public void stateExited(State<String; String> state)
METHOD_ADD,8021a82239d08f00cb74570fc0538fb72dd71cf8,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/ExitEntryStateTests.java,null,public void reset()
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,protected abstract State<S; E> buildStateInternal(S id; Collection<E> deferred; Collection<? extends Action<S; E>> entryActions; Collection<? extends Action<S; E>> exitActions; Collection<? extends Action<S; E>> stateActions; PseudoState<S; E> pseudoState; StateMachineModel<S; E> stateMachineModel),protected abstract State<S; E> buildStateInternal(S id; Collection<E> deferred; Collection<Function<StateContext<S; E>; Mono<Void>>> entryActions; Collection<Function<StateContext<S; E>; Mono<Void>>> exitActions; Collection<Function<StateContext<S; E>; Mono<Void>>> stateActions; PseudoState<S; E> pseudoState; StateMachineModel<S; E> stateMachineModel)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,protected abstract RegionState<S; E> buildRegionStateInternal(S id; Collection<Region<S; E>> regions; Collection<E> deferred; Collection<? extends Action<S; E>> entryActions; Collection<? extends Action<S; E>> exitActions; PseudoState<S; E> pseudoState; StateMachineModel<S; E> stateMachineModel),protected abstract RegionState<S; E> buildRegionStateInternal(S id; Collection<Region<S; E>> regions; Collection<E> deferred; Collection<Function<StateContext<S; E>; Mono<Void>>> entryActions; Collection<Function<StateContext<S; E>; Mono<Void>>> exitActions; PseudoState<S; E> pseudoState; StateMachineModel<S; E> stateMachineModel)
METHOD_ADD,fd8db33c37bdf4607ac0ff8796cdc00a245f2246,spring-statemachine-uml/src/main/java/org/springframework/statemachine/uml/support/UmlUtils.java,null,public static Resource getResource(String modelPath)
METHOD_ADD,594b8ef56305cf526fb9b4746c0b1ded04a0c8eb,spring-statemachine-autoconfigure/src/main/java/org/springframework/statemachine/boot/autoconfigure/StateMachineAutoConfiguration.java,null,public StateMachineTraceEndpoint stateMachineTraceEndpoint(StateMachineTraceRepository stateMachineTraceRepository)
METHOD_REMOVE,594b8ef56305cf526fb9b4746c0b1ded04a0c8eb,spring-statemachine-autoconfigure/src/main/java/org/springframework/statemachine/boot/autoconfigure/StateMachineAutoConfiguration.java,public StateMachineTraceEndpoint stateMachieTraceEndpoint(StateMachineTraceRepository stateMachineTraceRepository),null
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/ObjectStateMachineFactory.java,protected State<S; E> buildStateInternal(S id; Collection<E> deferred; Collection<? extends Action<S; E>> entryActions; Collection<? extends Action<S; E>> exitActions; Collection<? extends Action<S; E>> stateActions; PseudoState<S; E> pseudoState; StateMachineModel<S; E> stateMachineModel),protected State<S; E> buildStateInternal(S id; Collection<E> deferred; Collection<Function<StateContext<S; E>; Mono<Void>>> entryActions; Collection<Function<StateContext<S; E>; Mono<Void>>> exitActions; Collection<Function<StateContext<S; E>; Mono<Void>>> stateActions; PseudoState<S; E> pseudoState; StateMachineModel<S; E> stateMachineModel)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/ObjectStateMachineFactory.java,protected RegionState<S; E> buildRegionStateInternal(S id; Collection<Region<S; E>> regions; Collection<E> deferred; Collection<? extends Action<S; E>> entryActions; Collection<? extends Action<S; E>> exitActions; PseudoState<S; E> pseudoState; StateMachineModel<S; E> stateMachineModel),protected RegionState<S; E> buildRegionStateInternal(S id; Collection<Region<S; E>> regions; Collection<E> deferred; Collection<Function<StateContext<S; E>; Mono<Void>>> entryActions; Collection<Function<StateContext<S; E>; Mono<Void>>> exitActions; PseudoState<S; E> pseudoState; StateMachineModel<S; E> stateMachineModel)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/builders/StateMachineTransitionBuilder.java,public void addTransition(S source; S target; S state; E event; Long period; Integer count; Collection<Action<S; E>> actions; Guard<S; E> guard; TransitionKind kind; SecurityRule securityRule),public void addTransition(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind; SecurityRule securityRule)
PARAMETER_CHANGE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,public void doWithAllRegions(StateMachineFunction<StateMachineAccess<S; E>> stateMachineAccess),public void doWithAllRegions(Consumer<StateMachineAccess<S; E>> stateMachineAccess)
PARAMETER_CHANGE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,public void doWithRegion(StateMachineFunction<StateMachineAccess<S; E>> stateMachineAccess),public void doWithRegion(Consumer<StateMachineAccess<S; E>> stateMachineAccess)
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_ADD,6867b5dc9e87c3409419660309552268c7e3701c,spring-statemachine-uml/src/test/java/org/springframework/statemachine/uml/UmlStateMachineModelFactoryTests.java,null,public void testPseudostateInSubmachineHaveCorrectParent()
METHOD_ADD,6867b5dc9e87c3409419660309552268c7e3701c,spring-statemachine-uml/src/test/java/org/springframework/statemachine/uml/UmlStateMachineModelFactoryTests.java,null,public void testPseudostateInSubmachinerefHaveCorrectParent()
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractExternalTransition.java,public AbstractExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public AbstractExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger; SecurityRule securityRule)
PARAMETER_ADD,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractExternalTransition.java,public AbstractExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public AbstractExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger; SecurityRule securityRule)
PARAMETER_REMOVE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractExternalTransition.java,public AbstractExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public AbstractExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger)
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractExternalTransition.java,public AbstractExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public AbstractExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger)
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractInternalTransition.java,public AbstractInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public AbstractInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger)
PARAMETER_REMOVE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractInternalTransition.java,public AbstractInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public AbstractInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger)
PARAMETER_ADD,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractInternalTransition.java,public AbstractInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public AbstractInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger; SecurityRule securityRule)
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractInternalTransition.java,public AbstractInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public AbstractInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger; SecurityRule securityRule)
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractLocalTransition.java,public AbstractLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public AbstractLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger)
PARAMETER_REMOVE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractLocalTransition.java,public AbstractLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public AbstractLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger)
PARAMETER_ADD,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractLocalTransition.java,public AbstractLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public AbstractLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Function<StateContext<S; E>; Mono<Boolean>> guard; Trigger<S; E> trigger; SecurityRule securityRule)
